lines,chunks,file_count,r_queue,r_exp,r_exp_product,s_exp,s_exp_product,review_time_minutes,is_bad
11,3,2,1,379,378,612,489,1.666666344,0
11,4,3,3,972,0,4592,15,4914.583333,1
38,21,9,3,972,0,4592,15,4914.583333,1
2,1,1,14,1315,1272,920,906,5542.616666,0
9,2,1,14,1315,1272,920,906,5542.616666,0
18,6,4,27,6554,5860,1080,745,22616.26667,0
14,1,1,2,229,229,254,226,4148.6,1
139,10,9,0,577,542,4604,4259,18.31666656,1
3,1,1,1,1255,1218,4591,4255,472.7166662,1
7,1,1,9,800,583,1612,1109,0,0
18,6,4,10,461,448,770,739,1768.95,0
2,1,1,10,461,448,770,739,1768.95,1
2,1,1,1,13,11,559,537,2782.133333,0
67,9,3,0,4,4,2731,2497,712.8166667,0
9,1,1,10,13036,11701,853,845,408.8333333,0
28,3,2,0,4,4,2730,2496,1023.683334,0
60,7,6,3,3652,3437,1307,1179,6.533333436,1
64,10,3,1,96,95,402,33,802.3499999,0
2,1,1,3,970,948,4,3,1.466666758,0
3,1,1,0,4,4,220,127,1384.25,0
26,1,1,3,3641,3426,129,126,954.5666664,0
65,10,3,1,96,95,402,33,802.3499999,0
60,4,2,0,0,0,270,94,956.5000007,1
17,4,2,0,1,0,195,124,679.2,0
2,1,1,1,178,137,1613,1110,6.516666189,0
47,7,6,4,871,781,633,575,5030.966667,1
76,5,3,1,585,13,1049,125,5401.783333,1
13,2,1,1,585,13,1049,125,5401.783333,1
169,12,5,2,338,75,1240,541,0,1
102,14,5,6,871,781,636,578,3660.25,1
48,4,4,5,871,781,636,578,3604.233333,0
33,15,6,7,871,781,364,290,822.8166662,1
6,1,1,18,4466,1692,701,522,43.53333324,1
43,2,1,10,595,542,189,184,5717.233333,0
267,32,24,1,9,9,239,223,56.46666616,1
152,6,1,3,83,53,1592,316,883.0833332,1
73,6,2,1,3,3,1619,328,757.2499998,1
15,4,1,1,2,2,1615,324,33.46666686,1
23,3,3,0,76,0,543,75,18.66666667,0
523,44,9,0,1647,114,56,15,1259.75,1
2,1,1,0,2,0,770,17,284.8166668,0
2,1,1,1,25,21,731,343,867.5666669,1
38,1,1,0,2686,2567,1528,1462,1478.383334,1
4,1,1,1,574,328,214,185,140.7166672,0
264,19,11,2,1129,718,838,755,826.633333,0
60,1,1,6,427,417,1795,1491,3826.966667,0
29,4,2,4,431,421,1798,1494,60.46666659,0
69,1,1,4,431,421,1798,1494,60.46666659,0
33,9,1,3,83,83,829,767,46.93333291,0
18,3,2,3,83,83,829,767,46.93333291,0
187,12,4,0,13,13,161,158,222.466667,1
2,1,1,0,13,13,161,158,222.466667,0
4,1,1,0,13,13,161,158,222.466667,0
161,2,1,11,587,124,2,2,77.83333294,0
14,3,3,0,13,13,3,3,0.533333793,1
2,1,1,2,1281,612,1426,1121,90.14999986,0
56,1,1,10,797,580,200,129,151.5999998,1
215,6,5,10,797,580,200,129,151.5999998,1
216,17,12,4,838,516,989,943,1324.816666,1
25,2,1,2,971,949,1228,91,113.433333,0
2,1,1,4,433,322,1214,943,78.26666661,0
21,3,2,4,433,322,1214,943,78.26666661,0
20,7,6,4,433,322,1214,943,78.26666661,1
97,12,5,1,96,95,402,33,802.3499999,1
489,17,10,0,61,61,176,171,0,1
18,2,2,18,4465,1691,816,741,338.4500002,0
30,3,1,3,483,289,804,729,1558.616666,1
28,7,3,18,4465,1691,816,741,338.4500002,1
96,15,12,0,596,346,1412,1363,17.23333307,1
90,2,2,0,595,345,1410,1361,7150.4,1
321,7,5,0,595,345,1410,1361,7150.4,1
210,12,6,0,595,345,1410,1361,7150.4,1
15,5,3,0,595,345,1410,1361,7150.4,1
20,2,2,0,595,345,1410,1361,7150.4,1
15,7,6,0,595,345,1410,1361,7150.4,1
2,2,2,0,595,345,1410,1361,7150.4,1
6,4,2,0,595,345,1410,1361,7150.4,0
20,3,2,7,232,8,690,97,7.633333504,0
403,9,7,0,11,4,24,24,4867.733334,1
4,1,1,0,0,0,1054,123,761.7500002,0
3,1,1,2,672,671,660,653,1163.933333,1
146,33,14,3,1301,1163,992,989,1320.583333,1
8,1,1,2,97,95,400,395,6985.266667,0
5,1,1,4,1261,1224,771,740,146.0499997,0
7,1,1,0,13,13,430,417,5743.733334,1
2,1,1,0,13,13,431,418,5650.183334,1
29,2,1,3,88,85,1554,1488,310.3833336,1
15,2,1,3,88,85,1554,1488,310.3833336,0
2,1,1,3,88,85,1554,1488,310.3833336,1
60,1,1,6,427,417,1795,1491,3826.966667,0
69,1,1,4,431,421,1798,1494,60.46666659,0
41,6,2,6,489,295,1320,677,22.28333317,1
235,44,9,8,457,6,588,14,0,1
236,113,21,3,236,230,584,526,6.616666988,1
194,5,3,0,22,2,733,344,1.466666758,1
31,11,2,0,621,585,3,2,19.50000018,1
35,10,4,2,327,307,435,422,0,1
14,1,1,7,232,8,690,97,7.633333504,1
8,4,1,4,159,147,6488,5655,584.5333339,0
17,5,1,4,159,147,6488,5655,584.5333339,1
36,2,1,4,159,147,6488,5655,584.5333339,1
62,1,1,4,159,147,6488,5655,584.5333339,1
25,2,2,2,319,299,410,397,0,1
24,3,1,1,260,260,31,31,57.44999953,1
284,16,16,0,2687,2568,1555,1489,149.9833332,1
54,3,1,0,2687,2568,1555,1489,149.9833332,1
68,26,12,0,2687,2568,1555,1489,149.9833332,0
2,1,1,0,2687,2568,1555,1489,149.9833332,0
35,4,2,0,2687,2568,1555,1489,149.9833332,0
98,15,12,0,2687,2568,1555,1489,149.9833332,1
475,7,2,0,2687,2568,1555,1489,149.9833332,0
74,6,3,0,2687,2568,1555,1489,149.9833332,0
55,9,5,0,2687,2568,1555,1489,149.9833332,1
20,5,2,0,2687,2568,1555,1489,149.9833332,0
22,2,1,18,4450,1678,1863,966,1501.950001,0
68,3,2,19,4454,1680,1868,971,479.05,0
81,2,1,19,4455,1681,1870,973,369.7833332,1
27,1,1,20,4455,1681,1871,974,373.5500003,1
43,4,1,21,4455,1681,1872,975,350.1166666,0
3,1,1,19,6590,5891,852,844,740.1166662,1
645,2,1,19,6590,5891,852,844,740.1166662,1
74,6,1,19,6590,5891,852,844,740.1166662,1
633,142,12,0,0,0,1551,1485,68.7000002,1
236,73,9,0,0,0,1551,1485,68.7000002,1
41,11,8,0,0,0,1551,1485,68.7000002,1
80,17,7,0,0,0,1551,1485,68.7000002,1
105,23,3,0,0,0,1551,1485,68.7000002,1
2,2,2,0,0,0,1551,1485,68.7000002,0
16,8,3,0,0,0,1551,1485,68.7000002,0
44,13,4,0,0,0,1551,1485,68.7000002,1
180,5,3,0,0,0,1551,1485,68.7000002,0
75,5,2,0,0,0,1551,1485,68.7000002,1
64,4,2,0,0,0,1551,1485,68.7000002,1
427,24,18,6,1392,1211,772,741,477.4666665,1
8,1,1,6,1392,1211,772,741,477.4666665,0
24,2,1,9,4028,2479,4,4,238.2166667,0
12,3,1,2,1277,315,463,75,1858.266667,1
99,14,3,1,1281,319,466,78,131.3499997,1
41,2,2,0,368,367,570,448,30489.18333,0
36,11,2,5,225,169,283,205,19372,1
18,4,3,4,885,512,1096,45,38.83333325,0
470,7,6,4,550,244,290,211,1506.1,1
1,1,1,0,2,0,818,358,488.9166668,1
50,10,2,1,165,139,21,1,5.666666776,1
74,6,1,3,20,11,738,77,715.0166669,0
110,9,4,2,20,11,737,76,3937.75,0
7,2,1,2,20,11,737,76,3937.75,0
61,15,4,2,23,14,743,82,97.98333362,1
383,24,3,2,23,14,743,82,97.98333362,1
1,1,1,2,23,14,743,82,97.98333362,0
35,3,1,0,3,0,21,1,0,1
113,3,1,0,3,3,21,17,0,1
2,1,1,1,11,6,1614,206,529.433333,0
14,2,1,1,305,288,182,147,623.9999997,0
20,6,4,1,513,159,2598,1545,356.4500005,0
4,2,2,2,513,159,2599,1546,310.6333335,0
430,66,15,8,967,887,735,528,2439.383333,1
66,9,5,0,167,68,2484,459,1052.833333,1
66,9,5,0,982,211,2484,459,1450.1,1
69,1,1,20,13240,12303,1823,1685,536.5166668,1
55,4,4,20,13240,12303,1823,1685,536.5166668,1
37,3,3,20,13240,12303,1823,1685,536.5166668,1
82,3,2,3,48,48,39,39,2696.550001,1
7,1,1,0,6,6,23,22,0,1
226,15,12,0,5,5,22,21,0,1
91,2,2,0,5,5,22,21,0,1
1,1,1,0,5,5,22,21,0,0
49,16,1,0,28,27,366,292,0,0
4,1,1,3,1721,1272,54,33,37.28333361,1
34,4,1,2,622,9,544,24,47.66666695,0
114,9,3,2,51,51,44,42,626.9999995,0
612,46,29,2,51,48,1632,1247,467.8166673,1
96,11,9,0,2,1,545,493,1233.366666,1
2,1,1,3,93,56,1427,1122,49.08333331,0
5,1,1,2,51,51,44,42,626.9999995,0
491,131,40,0,0,0,67,26,0.600000098,1
4,1,1,5,331,312,1437,848,1060.933333,0
4,2,1,3,859,5,549,1,5452.116666,1
160,7,7,3,440,279,686,67,7.766666785,1
58,2,1,18,4467,1693,1876,979,359.2666666,1
30,3,2,15,2185,1742,625,510,492.2666667,0
2,1,1,2,1134,173,475,137,13.21666673,0
48,5,2,1,1134,721,21,0,73.85000043,1
15,7,2,0,13,13,133,127,110.6666672,1
16,6,6,5,3470,2010,231,215,17085.91667,1
152,13,12,1,265,265,2,2,10.0499998,1
48,14,10,3,1800,249,2469,1391,243.4833337,1
1,1,1,1,265,265,2,2,10.0499998,1
2,1,1,2,55,55,266,264,149.8833331,1
184,34,13,1,1263,1226,354,338,3.149999678,1
48,2,1,2,675,674,265,263,209.5833331,1
58,5,3,4,431,421,1798,1494,60.46666659,0
11,3,2,4,431,421,1798,1494,60.46666659,0
37,4,2,3,433,423,1799,1495,21.70000032,0
5,3,1,0,627,591,915,715,1.483333334,0
4,1,1,5,419,409,911,714,422.3333332,0
50,8,2,5,419,409,911,714,422.3333332,0
24,8,2,4,300,162,2,2,9451.416667,0
66,12,4,5,287,231,85,32,2954.8,0
33,5,1,1,261,261,33,33,15936.73333,1
108,18,12,0,164,152,560,538,0,1
1,1,1,3,438,428,1802,1498,41.1500001,0
504,42,19,12,1153,569,681,241,16452.85,1
49,2,2,4,1800,249,2470,1392,251.1666669,0
90,2,2,1,1723,1274,689,42,6.100000441,1
297,16,9,1,1723,1274,689,42,6.100000441,0
54,13,11,1,1723,1274,689,42,6.100000441,0
59,7,1,23,6585,142,686,14,2994.833333,0
1,1,1,15,1111,1097,43,41,3380.3,1
28,4,1,6,1077,1063,22,22,1603.9,1
8,2,2,11,1102,1088,36,36,2.650000378,1
42,7,2,1,261,261,35,35,15930.66667,1
95,18,6,5,1390,1209,9929,9217,11391.21667,1
41,4,3,6,3622,3408,9930,9218,10.68333305,1
4,1,1,0,0,0,9947,9235,12.20000021,0
27,1,1,4,246,28,1825,62,63.46666709,0
88,5,5,4,246,28,1825,62,63.46666709,1
319,8,7,1,516,162,2601,1548,1336.016666,1
192,6,6,1,516,162,2601,1548,1336.016666,1
94,22,19,0,1359,15,4,3,7485.15,1
94,22,19,2,1277,315,4,3,5713.249999,1
94,22,19,8,3482,2019,4,3,2955.25,1
4,1,1,1,571,506,734,73,33.35000016,0
75,3,1,0,3,0,284,279,248.0833335,1
33,7,5,2,44,41,1098,644,20.73333353,0
24,5,2,0,3,0,157,43,509.6666662,1
24,5,2,1,40,21,157,43,567.5666667,1
26,6,3,19,13249,12311,1056,966,7.433333248,1
93,3,1,19,13249,12311,1056,966,7.433333248,0
25,1,1,19,13249,12311,1056,966,7.433333248,0
2,1,1,19,13249,12311,1056,966,7.433333248,0
4,2,1,0,4,4,2726,2492,2128.316667,0
21,2,1,0,580,29,4606,20,502.7500002,0
35,7,2,0,580,29,4606,20,502.7500002,0
118,4,1,19,13249,12311,1056,966,7.433333248,0
118,4,1,19,13249,12311,1056,966,7.433333248,0
4,1,1,0,634,598,3825,3387,15.51666699,0
14,2,2,3,436,426,268,267,329.7000001,1
12,2,2,0,4,4,435,387,343.6333329,0
354,3,1,6,1165,496,2699,963,0,1
2,1,1,13,3489,2025,375,301,467.7000006,0
2,2,2,13,3489,2025,375,301,467.7000006,1
22,3,3,3,262,262,329,328,10861.35,1
57,5,5,0,180,139,819,662,0,1
11,1,1,2,516,83,2488,463,569.483333,0
2,1,1,2,576,329,215,186,81.20000012,1
15,6,6,8,3496,2031,247,231,132.8500003,1
1,1,1,6,1812,1694,1717,136,612.1500003,0
69,8,3,8,461,448,268,80,6066.75,1
16,1,1,1,748,125,42,41,51529.43333,1
8,2,1,2,208,197,8,2,24.3000003,1
2,2,1,2,676,675,665,658,121.6833331,0
178,19,11,3,237,231,111,106,555.0500002,0
18,6,6,3,1396,1214,4,3,2.649999708,1
3,1,1,7,2223,1802,1099,645,77.14999996,0
4,1,1,1,571,506,734,73,33.35000016,0
21,6,4,4,885,512,1096,45,38.83333325,0
4,1,1,1,571,506,734,73,33.35000016,0
6,1,1,1,22,9,16,0,34.9500002,0
3,1,1,2,166,140,21,1,632.3833338,1
32,7,2,7,118,50,82,77,52.65000008,1
34,8,3,0,3,0,21,1,0,1
55,13,4,0,3,0,21,1,0,1
5,1,1,1,166,25,21,17,638.8166665,0
323,30,10,3,845,523,774,762,5765.183333,1
208,23,6,2,847,525,775,763,4232.733333,1
10,2,2,16,2179,1736,1227,955,3535.183334,0
38,5,3,16,2179,1736,1227,955,3535.183334,1
81,4,3,3,248,195,8,8,896.7499995,1
5,5,3,1,55,51,72,31,31.56666644,0
3,2,2,1,343,23,216,187,52.36666694,1
131,17,7,1,275,267,969,804,896.05,0
100,16,6,0,594,559,962,798,57.03333311,1
100,16,6,13,929,858,962,798,31687.86667,1
6,1,1,29,12253,10949,198,14,19831.11667,0
43,2,2,2,3654,3439,831,769,1451.966667,1
18,2,2,2,3654,3439,831,769,1451.966667,1
2,1,1,1,1136,174,476,138,8.566666469,0
12,6,5,0,73,46,1622,331,28.1500002,0
34,14,6,0,73,46,1622,331,28.1500002,1
29,7,3,1,677,676,270,268,17.73333304,1
176,6,5,1,581,545,2263,1413,889.5333331,1
176,6,5,4,301,163,2263,1413,8782.45,1
39,10,4,5,301,163,2264,1414,8793.5,0
16,6,6,6,3496,2031,246,230,249.4999999,1
158,21,8,10,1263,1244,71,35,711.7999995,1
15,4,2,10,1264,1245,72,36,15769.85,1
45,2,1,1,1300,1162,1411,1362,1036.633334,0
12,3,3,9,1266,1247,298,289,5205.983334,1
1,1,1,0,13,13,436,423,1043.916667,1
16,1,1,0,13,13,432,419,8119.783333,0
13,2,1,4,498,494,433,420,550.0499998,0
489,17,10,0,61,61,176,171,0,0
27,3,3,6,1812,1694,1717,136,612.1500003,0
72,7,4,2,439,429,269,268,615.0333334,1
33,5,2,3,435,425,688,568,3.800000176,0
38,2,2,7,1117,1103,27,27,57.36666664,1
8,4,1,5,532,420,1062,312,109.7500002,0
5,2,2,5,1392,6,730,342,6913.766666,0
12,1,1,9,4029,2480,692,242,71.59999989,0
14,2,2,1,1720,1271,173,82,267.5166667,0
14,2,2,7,455,439,173,82,6478.883333,0
489,17,10,0,61,61,176,171,0,1
10,2,2,1,68,68,1413,1364,54.13333341,0
7,1,1,6,1304,1166,1412,1363,293.7333333,0
47,8,3,3,1111,1097,1409,1360,9896.866666,1
18,9,9,1,604,354,1423,1374,1.583333462,1
308,11,5,1,604,354,1423,1374,1.583333462,1
15,3,2,1,604,354,1423,1374,1.583333462,0
18,7,6,1,604,354,1423,1374,1.583333462,1
63,7,4,1,604,354,1423,1374,1.583333462,1
202,39,24,1,604,354,1423,1374,1.583333462,1
44,3,3,6,467,454,773,742,94.98333313,0
2,1,1,1,604,354,1423,1374,1.583333462,0
12,2,2,1,158,146,1218,1191,3.933333457,1
99,10,5,20,6583,5886,1216,1189,176.8333331,0
24,5,1,10,796,579,1215,1188,482.1333334,1
11,2,1,0,595,345,305,259,7383.966667,0
39,4,2,0,580,29,4606,20,502.7500002,0
35,7,2,0,580,29,4606,20,502.7500002,1
21,4,2,2,589,572,4588,4252,902.4166663,0
20,5,4,2,589,572,4588,4252,902.4166663,0
1,1,1,6,466,453,564,542,11.81666628,1
10,1,1,18,13255,12317,3501,3268,387.0500001,0
3,1,1,1,555,476,1430,841,1426.766667,1
24,5,3,20,13257,12319,3907,2260,13.8833338,0
496,65,8,0,0,0,1,1,0,1
496,65,8,0,232,232,1,1,2344.049999,1
2,1,1,0,0,0,1,1,0,1
2,1,1,0,232,232,1,1,2344.049999,1
4,1,1,7,2224,1803,312,195,73.08333322,0
4,1,1,1,86,58,820,359,540.8500001,0
10,2,2,10,1111,1097,19,19,7406.033333,1
10,2,2,8,1117,1103,28,28,28.59999977,0
108,6,2,1,25,12,1060,133,3073.216667,1
6,1,1,3,249,196,10,7,3.649999648,0
16,1,1,7,332,313,6,6,101.8500001,0
38,9,5,0,635,599,71,30,426.1166668,1
2,1,1,0,0,0,1,1,0,0
2,1,1,0,232,232,1,1,2344.049999,0
53,16,16,2,11,11,250,234,55.39999992,1
10,4,1,8,3504,438,1068,2,550.7833339,1
18,1,1,9,3504,438,1069,3,499.7000007,1
13,1,1,2,25,1,745,85,890.4999999,0
17,4,1,2,25,1,745,85,890.4999999,0
1,1,1,23,4468,2,746,83,125.5166671,0
103,2,1,0,0,0,2330,1169,75048.98333,0
66,6,1,0,0,0,2331,1170,74906.33333,0
4,1,1,2,2725,2603,15,12,719.683333,0
410,3,3,2,1724,1275,54,33,285.4833338,1
70,8,6,2,1724,1275,54,33,285.4833338,1
16,3,1,1,174,170,667,660,380.2333336,0
175,19,8,10,13056,11721,864,854,227.4833333,1
41,6,4,2,3659,3443,860,850,242.3499998,0
2,1,1,2,678,677,271,269,14.18333352,1
2,1,1,1,630,512,11,8,92.84999996,0
17,3,2,7,1122,1108,35,35,27.9833331,1
4,2,2,9,5151,3316,200,15,9159.933333,0
14,2,2,8,1119,1105,33,33,3.60000059,1
1,1,1,1,56,52,3835,3397,7.5166668,0
15,6,2,1,431,362,767,698,2066.533333,0
54,3,2,2,86,86,834,772,1204.8,0
4,2,1,3,1729,1280,691,43,1112.683334,0
33,9,3,0,51,50,236,222,0,1
12,1,1,2,86,86,835,773,159.9000004,0
10,2,1,8,802,584,833,771,2700.583333,0
13,6,6,13,3487,2024,245,229,1449.95,1
4,1,1,11,804,586,865,855,3.749999776,0
132,19,19,2,3659,3443,860,850,242.3499998,1
71,2,2,1,181,71,1055,581,5283.983334,0
2,1,1,3,262,262,329,328,10861.35,1
3,1,1,1,328,308,437,424,1444.8,1
269,48,8,1,370,370,9945,9233,419.3000002,1
269,48,8,13,2208,2096,9945,9233,11180.01667,1
23,14,1,1,370,370,9945,9233,419.3000002,1
23,14,1,13,2208,2096,9945,9233,11180.01667,1
30,15,1,1,370,370,9945,9233,419.3000002,1
30,15,1,13,2208,2096,9945,9233,11180.01667,1
51,23,1,1,370,370,9945,9233,419.3000002,1
51,23,1,13,2208,2096,9945,9233,11180.01667,1
5,1,1,1,370,370,9945,9233,419.3000002,1
5,1,1,13,2208,2096,9945,9233,11180.01667,1
264,58,14,1,370,370,9945,9233,419.3000002,1
264,58,14,13,2208,2096,9945,9233,11180.01667,1
53,3,2,4,1290,1152,9885,9174,7180.55,1
53,3,2,17,2195,2083,9885,9174,33114.65,1
34,5,4,16,6592,5893,9948,9236,805.6833333,1
144,5,1,9,1306,1168,1429,1380,1092.433333,1
77,2,1,9,1306,1168,1429,1380,1092.433333,0
27,4,1,9,1306,1168,1429,1380,1092.433333,0
50,4,1,9,1306,1168,1429,1380,1092.433333,0
94,4,1,9,1306,1168,1429,1380,1092.433333,1
26,8,2,1,370,370,9945,9233,419.3000002,1
26,8,2,13,2208,2096,9945,9233,11180.01667,1
52,12,4,1,370,370,9945,9233,419.3000002,1
52,12,4,13,2208,2096,9945,9233,11180.01667,1
149,13,4,4,3660,3444,271,270,1281.6,1
76,20,8,4,3660,3444,271,270,1281.6,1
4,2,2,5,1125,1111,1254,1245,0,0
6,2,2,21,598,545,6,2,1832.95,1
75,5,3,10,595,542,306,260,264.8666663,0
75,5,3,10,3483,2020,306,260,6662.833333,0
21,1,1,10,595,542,305,259,8346.283333,1
1,1,1,17,1111,1097,309,263,3267.5,0
342,26,11,1,1729,1280,86,43,1312.6,1
18,3,2,0,52,51,238,224,0,0
204,16,3,3,335,3,2339,73,1422.9,1
7,1,1,3,335,3,2339,73,1422.9,0
9,2,1,1,234,234,338,337,1598.416666,1
42,2,1,3,6,6,11,11,3708.583333,1
25,7,1,2,848,108,0,0,2518.266667,1
131,17,7,1,275,267,969,804,896.05,0
2,1,1,1,275,267,969,804,896.05,0
3,2,1,20,13258,12320,1226,1199,2.23333329,0
8,1,1,5,1305,1167,1059,969,1514.483333,0
93,3,1,19,13249,12311,1056,966,7.433333248,0
25,1,1,19,13249,12311,1056,966,7.433333248,0
27,5,2,20,13267,12328,239,225,1478.4,0
72,12,10,0,3,0,1,0,1900.833333,1
412,2,2,0,3,0,1,0,1900.833333,1
198,2,2,0,3,0,1,0,5670.25,1
144,2,2,0,3,0,1,0,5670.25,1
239,6,5,0,3,0,1,0,505.3500002,1
275,4,4,0,3,0,1,0,5670.25,1
247,3,3,0,2700,61,391,99,784.0000002,1
182,26,5,0,2700,61,391,99,784.0000002,1
144,9,3,0,2700,61,391,99,784.0000002,1
124,26,7,0,2700,61,391,99,784.0000002,1
103,11,5,0,2700,61,391,99,784.0000002,1
4,2,1,2,564,245,387,295,542.6499997,0
434,95,4,1,85,70,52,23,30.6333328,1
2,1,1,4,339,141,110,106,430.6166665,1
9,2,1,0,3,3,400,108,2.633333132,1
26,1,1,9,2196,1778,110,32,169088.0833,1
16,2,2,2,313,304,783,543,3194.05,1
99,5,4,17,6595,5896,613,490,945,1
2,1,1,2,433,364,570,158,1554.566667,1
34,1,1,0,0,0,2504,479,68.89999978,0
32,3,2,2,226,226,973,971,294.4666667,1
168,4,3,7,746,672,22,14,1323.65,1
57,5,2,2,1167,573,9,4,475.7500005,0
137,16,13,10,1269,1250,183,33,1840.616666,1
122,38,27,0,29,28,377,303,0,1
28,14,6,4,875,785,367,293,590.4666665,1
20,10,5,0,30,29,378,304,0,0
153,29,17,1,570,491,1440,189,131.0166668,1
40,6,2,1,570,491,1440,189,131.0166668,1
78,13,6,1,570,491,1440,189,131.0166668,1
107,10,4,1,570,491,1440,189,131.0166668,1
45,12,8,1,570,491,1440,189,131.0166668,1
109,22,12,1,570,491,1440,189,131.0166668,1
16,6,6,2,3512,2042,252,236,3930.383333,1
7,2,1,4,234,179,345,196,303.816667,0
3,1,1,4,234,179,345,196,303.816667,0
21,6,1,2,234,179,342,193,274.0666667,0
27,2,2,7,1111,1097,984,982,7981.766666,0
6,2,2,0,4,4,547,495,90.61666667,0
2,1,1,1,1,1,23,3,11.31666631,0
621,18,18,5,339,210,1242,474,0,1
15,4,2,1,2308,1897,1238,539,6411.916666,0
253,66,64,1,13,13,254,238,98.61666687,1
70,21,20,1,13,13,254,238,98.61666687,1
2,1,1,0,0,0,1441,190,34.71666679,1
94,22,7,1,372,372,268,266,6549.983333,1
37,6,3,21,4471,1696,18,16,4756.633333,1
29,16,16,13,3487,2024,245,229,1449.95,1
123,21,8,1,435,366,571,159,5.383332968,1
6,3,1,5,1392,6,730,342,6913.766666,0
5,2,2,0,571,325,729,341,0,0
220,32,11,0,11,4,54,33,0,1
16,2,2,0,11,4,54,33,0,1
37,8,6,0,11,4,54,33,0,0
38,2,2,0,11,4,54,33,0,1
4,2,1,0,11,4,54,33,0,0
4,1,1,0,8,8,359,272,905.633333,0
126,8,5,13,13029,12098,433,402,66959.28333,1
21,2,1,0,0,0,2506,481,145.1499999,0
72,9,4,2,992,220,2508,483,82.86666647,1
1,1,1,0,11,4,54,33,0,0
2,2,2,5,414,407,1618,1552,1094.616667,0
7,1,1,0,37,33,259,231,0,1
1,1,1,0,11,4,54,33,0,0
69,2,2,1,48,45,116,50,3534.583333,1
8,3,1,1,48,45,116,50,3534.583333,0
51,3,2,0,13,13,14,13,4.333333299,1
69,13,10,0,13,13,15,14,3.633333743,1
31,6,6,1,376,376,46,44,37.38333307,1
45,3,3,5,1128,1114,49,47,63.00000027,1
13,1,1,1,684,683,53,51,1.966666728,1
6,3,2,18,4468,1694,820,745,1832.433334,1
436,23,8,2,26,8,2701,1550,243.7666668,0
14,3,2,5,1127,1113,998,995,73.6999999,1
10,1,1,1,215,98,769,700,1166.366667,0
22,2,2,1,218,101,776,707,2509.3,0
26,5,4,15,13065,11730,1131,971,227.8333334,0
22,5,1,8,168,160,199,194,937.0499995,0
19,4,4,2,266,266,45,43,222.9833335,1
8,2,1,5,266,266,52,50,163.6999999,0
11,1,1,3,3514,2044,1065,432,161.633333,0
27,5,3,0,14,14,1227,1200,878.7666665,1
18,6,2,0,4,4,1255,1246,3517.933333,1
18,2,2,4,372,372,1258,1249,3056.35,0
15,6,2,0,4,4,1257,1248,3417.3,0
22,4,2,0,4,4,1259,1250,3327.300001,1
10,1,1,1,1285,615,54,0,38.88333365,0
214,12,9,28,13268,12329,3916,2269,844.1000001,1
142,11,5,28,13268,12329,3916,2269,844.1000001,1
106,5,1,28,13268,12329,3916,2269,844.1000001,1
37,3,1,28,13268,12329,3916,2269,844.1000001,1
36,2,2,28,13268,12329,3916,2269,844.1000001,1
248,2,2,28,13268,12329,3916,2269,844.1000001,1
40,8,5,28,13268,12329,3916,2269,844.1000001,1
3,1,1,1,1285,615,54,0,38.88333365,0
5,1,1,1,994,222,0,0,11.29999973,0
90,25,13,12,13065,11730,867,857,908.9166666,0
42,8,4,0,11,4,1169,1094,1229.883333,1
1,1,1,3,1735,1285,175,74,6.366667002,0
4,2,2,3,340,76,1243,542,0,0
25,3,1,8,334,173,69,28,7300.45,1
1,1,1,4,3512,2042,274,257,829.0999997,0
306,21,10,3,6,6,272,255,3718.533333,1
2,1,1,5,6,6,273,256,3678.75,0
75,5,2,3,6,6,269,252,6355.083333,0
4,1,1,3,5,5,268,251,2379.35,1
20,5,4,3,5,5,268,251,2379.35,0
9,1,1,5,121,53,402,110,35.666667,1
33,3,3,1,50,37,328,114,24.79999959,1
94,5,3,20,13228,12291,111,63,511.1000005,1
69,3,3,11,13115,12181,4588,4252,0,1
158,4,4,11,13115,12181,4588,4252,0,1
330,5,5,11,13115,12181,4588,4252,0,1
395,3,3,11,13115,12181,4588,4252,0,1
378,3,3,19,13238,12301,114,66,16.21666655,1
8,1,1,0,51,19,191,56,0,0
11,2,1,0,1,1,20,9,0,1
87,8,4,4,851,529,646,599,2961.933333,1
290,10,8,3,200,187,504,484,1555.25,1
131,16,4,1,685,684,986,984,7.749999538,1
5,1,1,0,2686,2567,182,173,8822.233333,0
169,6,2,19,13280,12341,1444,855,122.5666664,1
19,6,4,3,340,76,1243,542,0,0
194,5,1,3,531,6,26,11,3888.95,1
134,26,15,2,17,15,1442,191,252.2333338,1
55,24,4,4,340,210,119,46,112.5833336,1
12,2,2,1,675,674,336,335,6616.283334,1
26,6,4,4,885,512,1096,45,38.83333325,1
5,2,1,7,378,79,322,115,33.8666667,1
519,38,18,0,4,4,2265,1415,308.3499999,1
519,38,18,5,537,19,2265,1415,4736.716667,1
441,38,15,0,2,2,2261,1411,1688.7,1
441,38,15,0,72,60,2261,1411,223.0333333,1
60,16,16,1,14,14,256,240,119.6666667,1
25,4,1,6,1126,1112,1809,1505,16.26666695,0
28,10,1,4,339,141,1806,1502,4000.566667,1
16,3,1,4,339,141,1806,1502,4000.566667,1
100,8,2,3,27,3,67,36,530.3666673,0
59,4,3,1,377,377,55,53,1159.233333,1
61,6,4,20,13262,44,318,263,211.2333336,0
2,1,1,1,590,133,750,85,0,0
43,3,2,2,27,13,1067,139,1651.183333,1
24,11,10,0,32,31,383,309,0,1
55,25,15,0,31,30,382,308,0,1
110,35,16,10,1317,1179,0,0,694.8166665,0
