lines,chunks,file_count,r_queue,r_exp,r_exp_product,s_exp,s_exp_product,review_time_minutes,is_bad
12,3,1,13,12706,226,1744,58,60.34999989,0
128,14,5,1,210,210,288,287,174.8833336,0
5,1,1,1,314,263,1349,1085,20.61666682,0
2,1,1,0,66,54,324,238,0,0
2,1,1,0,66,54,324,238,0,0
9,6,6,13,3976,769,99,2,1219.433333,0
62,27,27,13,3976,769,99,2,1219.433333,1
50,6,3,29,12945,12021,417,386,1625.5,0
461,7,3,29,12945,12021,417,386,1625.5,1
16,3,2,29,12945,12021,417,386,1625.5,0
84,6,2,29,12945,12021,417,386,1625.5,0
32,4,1,29,12945,12021,417,386,1625.5,0
44,12,1,1,1656,1214,1647,1445,1915.85,1
2,2,1,2,1656,1214,1648,1446,1902.216667,0
5,1,1,3,1656,1214,1649,1447,1887.5,0
10,2,2,0,20,16,201,173,0,1
72,7,4,1,150,149,209,181,15.08333333,1
41,5,1,12,1615,1592,205,177,4.466666579,0
10,1,1,0,46,46,206,178,436.6333334,1
134,15,5,1,210,210,288,287,174.8833336,0
56,9,6,10,2171,2059,3414,3183,19697.06667,1
115,8,6,11,2171,2059,3415,3184,19635.4,1
80,8,6,8,2171,2059,3411,3180,19122.36667,1
34,6,1,4,380,311,718,651,5082.75,1
4,1,1,6,279,2,1053,29,318.9666673,0
152,5,4,8,337,48,679,40,4.433333427,1
88,13,8,1,24,14,264,56,160.8166668,1
88,13,8,19,255,54,264,56,286.2666669,1
100,7,1,5,89,24,301,39,3856.216666,1
100,7,1,19,254,53,301,39,794.4499999,1
39,4,1,6,259,207,747,2,8.433333859,1
207,9,8,0,0,0,28,28,0,1
225,15,5,8,326,222,28,28,1176.583333,1
184,6,3,0,0,0,28,28,0,1
5,1,1,1,29,27,521,499,457.05,1
6,2,1,1,1229,1192,239,225,2901.983333,0
184,6,3,8,326,222,28,28,1176.583333,0
221,15,5,8,326,222,28,28,1176.583333,0
207,9,8,8,326,222,28,28,1176.583333,1
2,2,1,6,425,413,524,502,6.183333322,0
29,4,2,0,3,0,628,8,512.1333336,0
3,1,1,1,1230,1193,20,20,10.08333363,0
39,13,3,2,151,150,2,2,455.2333338,1
2,2,1,5,736,547,1868,1444,4603.266667,0
21,8,4,14,12996,12067,3686,2050,695.7666667,1
71,7,3,14,12996,12067,3687,2051,691.6499995,0
49,3,3,7,422,410,4558,4224,60.71666658,0
4,1,1,3,3415,1978,2286,1672,48.81666675,0
163,8,5,1,511,50,2202,1618,652.75,1
163,8,5,3,327,206,2202,1618,3319.15,1
22,10,8,7,289,132,2280,1670,3486.1,1
38,8,5,2,362,361,547,426,239.766667,0
48,2,2,1,362,361,546,425,342.1833327,0
1,1,1,1,491,398,9,2,688.6833335,0
639,32,17,4,161,148,287,273,9524.916667,1
549,20,5,3,172,159,942,898,3861.783334,1
10,8,1,2,803,481,590,546,362.4999999,1
337,21,14,6,272,255,156,122,3910.133333,1
9,2,1,0,0,0,1,1,16.70000061,1
2,1,1,4,285,13,1201,773,7420.883333,1
2,1,1,0,0,0,45,37,21.26666665,1
326,2,2,21,12979,12053,506,403,576.7999995,1
76,5,2,12,12996,12067,508,405,716.7500002,0
54,8,6,0,191,189,1094,944,5093.2,1
108,3,3,0,191,189,1094,944,5093.2,1
87,19,9,0,564,529,210,209,259.1833337,1
85,14,3,10,531,481,451,64,477.2,1
145,9,4,10,531,481,451,64,477.2,1
12,3,2,11,531,481,452,65,40.69999985,1
18,3,3,1,1253,309,454,67,979.4499996,1
14,2,2,1,3412,1975,453,66,272.9000004,1
14,2,2,12,531,481,453,66,26.11666717,1
8,3,1,5,3481,3276,1240,1168,7.633333504,1
148,14,6,7,2171,2059,3410,3179,19200.61667,1
458,62,15,1,495,427,245,58,7.033333406,0
23,11,9,7,289,132,2280,1670,3486.1,1
3,1,1,3,281,264,2333,1171,215.7999996,0
359,4,4,3,5103,3274,2332,450,756.1833329,0
30,4,4,13,12707,11383,3727,3295,412.5166668,1
150,8,5,7,420,406,363,350,113766.1833,1
4,2,2,23,908,839,955,793,135.5166665,0
10,1,1,2,501,470,954,792,84.26666625,0
118,8,4,0,564,529,173,166,447.0333333,0
49,9,5,4,384,315,1230,589,900.8166669,1
7,1,1,6,444,252,1222,582,7151.35,0
5,2,2,2,81,52,2603,4,0.950000212,0
11,2,1,2,1043,659,335,1,2041.35,1
82,11,3,2,540,102,1006,170,28.65000017,0
229,7,3,3,538,100,1004,169,241.45,0
51,2,1,3,512,443,236,201,776.683333,1
607,11,8,6,5093,3265,66,44,3122.65,0
14,1,1,2,1051,152,427,119,3.04999955,1
8,2,1,2,50,50,781,719,310.9166667,0
2,1,1,10,541,491,250,227,22.11666673,0
115,27,9,1,1051,666,579,5,309.3166666,0
13,2,1,6,197,151,762,673,0,1
21,2,1,0,0,0,207,202,1087.583334,1
2,1,1,3,88,50,160,70,1394.316666,0
170,15,7,2,276,3,512,73,296.5999999,0
170,15,7,2,276,3,512,73,296.5999999,1
21,5,1,0,569,534,9743,9034,4.333333299,0
9,3,2,6,3482,3277,9742,9033,324.6000002,0
87,18,5,6,3482,3277,9742,9033,324.6000002,1
83,14,2,6,3482,3277,9742,9033,324.6000002,1
326,48,36,6,3482,3277,9742,9033,324.6000002,1
2,1,1,16,3410,3208,9691,8982,4933.533333,0
16,3,2,2,536,6,495,11,72.19999999,1
7,1,1,2,526,435,490,67,6387.050001,1
415,14,5,4,384,315,720,653,923.3333335,1
19,3,1,3,525,300,373,53,72.29999945,1
151,14,7,6,428,416,526,504,610.4833332,1
343,51,23,1,30,28,522,500,1100.9,1
92,13,12,2,30,28,523,501,876.1833331,1
3,1,1,5,90,25,261,17,492.3166665,1
64,4,1,0,2658,50,263,19,196.6666661,1
2,1,1,0,2660,51,264,20,125.2000002,0
15,7,5,2,205,155,1776,880,18.44999984,1
2,1,1,7,202,188,1777,881,1235.050001,1
30,3,1,1,364,363,548,427,34.46666613,0
36,3,2,12,13003,12074,1241,1169,197.5666666,0
14,1,1,5,446,254,1235,594,128.133333,1
2,1,1,5,206,192,1234,593,45.6666664,0
2,1,1,6,446,254,1236,595,38.96666721,0
607,11,8,6,5093,3265,66,44,3122.65,0
51,6,3,1,360,265,527,253,17.51666687,0
21,3,1,1,362,267,528,254,933.7166668,1
51,6,6,2,362,361,547,426,239.766667,1
120,12,6,2,451,387,1097,1077,15235.85,0
81,9,7,1,516,447,1140,1115,1213.383333,1
47,4,2,1,516,447,1140,1115,1213.383333,1
71,6,1,1,516,447,1140,1115,1213.383333,1
26,3,1,1,516,447,1140,1115,1213.383333,1
157,7,4,1,516,447,1140,1115,1213.383333,0
24,4,2,2,51,51,251,228,186.1000004,0
25,9,3,1,228,222,1251,1124,92.41666697,1
130,2,2,1,1660,1218,758,751,44.25000004,0
22,4,1,4,12715,11391,578,27,840.4499998,0
43,12,2,9,12706,11383,1868,1444,1173.833333,0
11,2,2,6,429,417,527,505,19.38333347,1
157,10,2,10,540,490,4565,4231,21.56666704,0
34,5,3,10,540,490,4565,4231,21.56666704,0
72,4,4,10,540,490,4565,4231,21.56666704,0
311,7,3,1,32,28,125,124,40.90000011,1
311,7,3,1,51,51,125,124,249.6500004,1
18,1,1,3,176,167,682,311,15.21666661,1
118,8,4,0,564,529,173,166,447.0333333,1
29,6,4,2,481,472,1245,1173,0,0
1,1,1,12,13006,12077,1243,1171,5.383332968,0
44,4,1,0,4,4,17,4,30274.51667,0
18,1,1,2,148,147,285,284,3444.483333,0
255,14,10,0,36,36,291,290,0,0
26,2,2,1,153,152,292,291,354.5000003,0
32,2,2,2,153,152,293,292,344.5999997,0
128,14,12,3,307,307,287,286,10.16666651,0
119,9,7,1,1048,1035,930,928,251.7833329,1
49,3,3,7,422,410,4558,4224,60.71666658,0
53,7,4,8,203,189,658,479,362.6166666,1
12,1,1,8,203,189,658,479,362.6166666,0
254,14,10,0,36,36,291,290,0,1
128,14,12,3,307,307,287,286,10.16666651,1
49,2,2,2,517,486,1246,1174,2.566666827,1
8,2,2,10,203,189,660,481,56.43333368,1
12,3,2,14,846,757,621,563,6604.466667,0
53,3,3,14,846,757,621,563,6604.466667,0
279,22,13,9,1846,289,980,74,8734.816667,1
32,12,4,14,1119,468,965,61,4337.533333,0
31,10,4,14,1119,468,965,61,4337.533333,1
16,4,2,2,318,305,51,30,406.7500006,1
11,2,1,10,544,494,13,13,21.41666651,0
7,2,1,2,3417,16,2290,65,9.649999961,0
23,7,1,0,570,473,3,3,128.0666667,1
208,9,6,3,2672,2556,322,248,5.183333382,1
59,3,1,8,12726,11402,1011,391,117.0333329,0
58,6,4,4,296,189,1170,445,0,0
44,3,3,1,293,158,27,25,225.0333338,0
39,5,2,8,1845,1337,2683,1539,10069.23333,0
27,2,1,0,572,537,1378,1313,0,0
53,4,4,0,572,537,1378,1313,0,0
9,2,1,1,368,36,65,19,24.83333342,1
26,3,3,1,36,36,1223,1214,643.8000003,1
19,4,1,1,528,302,194,165,627.3166671,1
202,13,4,0,61,34,1769,873,489.1999999,0
1,1,1,6,474,470,3730,3296,495.9166671,0
99,14,11,0,33,33,298,284,0,1
68,5,3,1,72,71,703,695,0,1
13,3,2,2,281,264,699,691,515.0333333,1
7,2,2,1,803,481,698,690,678.9499994,0
57,10,6,1,805,483,700,692,2532.766666,1
2,1,1,4,805,483,701,693,1461.916667,0
11,2,2,1,464,59,2340,330,2.266666442,1
32,5,1,1,465,60,2342,332,68.34999941,0
29,10,5,20,4350,1587,1357,1090,33.51666659,0
51,5,2,1,294,3,1010,51,0,1
141,3,1,9,542,492,1252,1125,603.7666668,1
41,6,3,3,861,788,424,393,5944.45,0
235,12,7,18,12967,12042,425,394,1570.016667,1
32,4,3,1,1650,1208,426,395,75.09999968,0
24,5,1,14,13003,12074,430,399,53.25000018,1
201,21,1,14,13003,12074,430,399,53.25000018,1
7,3,3,0,114,103,426,395,8667.3,0
11,3,2,4,661,654,1498,1453,51.26666687,1
30,4,4,2,23,23,192,60,5287.266667,1
82,14,6,1,32,30,13,13,3.283332959,1
13,1,1,0,553,526,13,13,218.8666671,1
13,1,1,1,1231,1194,13,13,1333.15,1
1,1,1,7,12729,11405,3437,3205,5.733333081,0
10,4,4,7,12728,11404,3436,3204,94.00000043,0
18,3,2,7,12730,11406,3438,3206,79.06666696,1
2,2,1,1,32,30,13,13,3.283332959,1
151,8,5,6,444,27,1341,135,8997.95,1
16,7,4,6,444,27,1341,135,8997.95,1
6,2,1,1,313,262,1335,1083,8439.916667,1
90,12,5,1,213,41,1346,140,120.3833335,0
7,2,2,3,511,442,1345,139,4505.233333,0
63,6,3,3,511,442,1345,139,4505.233333,0
72,10,4,3,511,442,1345,139,4505.233333,1
29,6,2,2,315,264,722,655,303.3666667,1
32,2,2,1,36,36,1223,1214,643.8000003,0
20,10,10,4,857,125,1607,179,8.583333716,0
144,65,52,4,857,125,1607,179,8.583333716,0
26,3,2,5,475,471,3731,3297,24.76666711,1
8,3,2,12,3980,770,529,16,909.9333331,0
445,9,8,4,444,252,716,649,9875.583334,1
36,6,1,1,325,104,1048,958,8111.416666,0
33,6,1,1,325,104,1048,958,8111.416666,1
12,1,1,1,325,104,1048,958,8111.416666,0
24,4,2,0,1223,1186,780,718,0,1
32,3,2,5,459,451,1092,1072,614.5333334,0
206,14,4,0,61,34,1769,873,489.1999999,1
88,7,5,2,579,562,1136,1062,0,0
468,65,15,1,495,427,245,58,7.033333406,0
53,18,8,0,518,449,979,850,0,0
20,3,3,2,660,653,9740,9031,1497.616667,0
24,3,3,10,2178,2066,9745,9036,455.9666665,1
34,6,2,2,3414,421,2282,7,3256.283334,0
7,3,2,1,1226,579,2192,62,6416.533334,0
2,1,1,0,24,20,115,92,0,0
7,2,2,7,303,285,13,13,2291.6,1
36,6,2,28,8779,1558,5,5,89.38333333,0
3,1,1,10,2204,1784,48,26,473.8666666,0
190,4,1,2,1133,479,968,63,1267.733334,1
42,5,5,0,144,111,621,491,0,1
125,8,7,3,846,71,783,336,40.53333342,0
7,2,2,7,200,44,763,81,0,0
37,5,2,0,0,0,208,164,116.9166669,1
25,1,1,0,0,0,208,164,116.9166669,1
187,16,3,0,0,0,208,164,116.9166669,1
132,2,2,0,0,0,208,164,116.9166669,1
128,10,9,3,846,71,783,336,40.53333342,1
479,54,11,0,2048,1550,231,70,96.50000028,0
51,1,1,8,201,45,764,82,0,1
2,1,1,0,0,0,303,41,1119.7,0
2,1,1,5,91,26,303,41,1007.033333,0
6,1,1,7,338,209,0,0,2932.216666,1
12,5,1,10,201,152,236,160,77.85000019,0
43,1,1,4,863,790,1097,945,437.4833335,0
327,9,7,0,0,0,31,11,0,1
60,9,4,1,1049,1036,294,293,139.3499999,1
3,1,1,13,13011,12081,427,379,5.266666934,0
19,4,1,0,230,224,745,715,0,0
20,10,10,3,929,52,28,26,13.21666606,1
144,65,52,3,929,52,28,26,13.21666606,1
12,1,1,3,929,52,28,26,13.21666606,1
11,2,1,6,1826,1333,2618,1516,3.250000477,0
1,1,1,2,3414,421,2282,7,3256.283334,0
16,4,2,1,52,52,782,720,380.4666663,0
311,17,5,6,12726,227,1747,61,444.4833331,1
19,1,1,13,13012,12082,1749,1630,3.249999806,1
568,70,29,6,31,30,1373,1308,2249.783334,1
117,10,2,6,31,30,1373,1308,2249.783334,0
15,6,2,6,31,30,1373,1308,2249.783334,1
95,9,4,6,31,30,1373,1308,2249.783334,1
70,11,1,6,31,30,1373,1308,2249.783334,0
51,9,2,6,31,30,1373,1308,2249.783334,1
58,4,1,6,31,30,1373,1308,2249.783334,1
3,1,1,6,31,30,1373,1308,2249.783334,1
5,3,2,3,311,311,229,227,1242.7,0
25,6,2,1,231,231,1224,1215,52.18333393,1
55,4,3,2,231,231,1225,1216,10.34999952,1
27,6,1,1,1618,1243,24,16,1451.15,1
31,3,2,0,16,16,126,125,0,0
23,6,2,1,65,38,303,154,0,1
298,7,6,0,70,70,3711,3279,2831.616667,1
468,65,15,1,495,427,245,58,7.033333406,1
54,20,8,0,519,450,980,851,0,1
5,1,1,4,211,197,661,482,2.766666412,1
183,13,5,4,12734,11408,3442,3210,250.1333331,1
14,4,2,3,805,483,593,549,1496.3,1
22,5,3,2,26,16,2,2,239.1333331,1
22,5,3,5,92,27,2,2,178.8666668,1
11,5,1,0,0,0,16,1,142.3,1
233,2,2,0,0,0,16,1,142.3,1
161,18,3,1,27,17,269,61,99.00000013,1
103,8,4,1,27,17,269,61,99.00000013,1
43,4,3,11,2205,1785,1114,849,3.150000349,1
350,38,13,11,2205,1785,1114,849,3.150000349,1
5,2,1,4,295,135,3692,2056,24.76666644,1
4,1,1,0,2658,2548,16,16,420.45,1
9,1,1,0,2048,1550,255,190,2664.366667,0
24,6,3,0,0,0,16,1,1262.283334,1
24,6,3,1,519,488,16,1,670.6833333,1
30,2,1,5,93,28,318,44,21.10000022,1
1,1,1,0,572,55,1367,147,0,0
15,10,5,1,515,484,3726,3294,950.0166663,1
12,5,1,1,515,484,3726,3294,950.0166663,0
1,1,1,1,515,484,3726,3294,950.0166663,1
10,8,2,1,155,154,231,229,893.7333331,0
2,1,1,2,798,92,212,51,16.26666695,1
50,5,2,0,141,51,210,49,5.550000072,1
415,17,6,9,623,622,230,228,1650.966666,1
6,1,1,0,34,10,202,41,0,0
80,8,5,9,2171,2059,3413,3182,18625.26667,1
84,6,3,1,519,450,1003,860,1571.8,1
31,3,1,8,202,188,1778,882,1393.566666,0
10,2,2,6,454,175,1709,194,369.0166667,1
155,16,13,1,230,230,207,179,7148.966667,1
27,4,3,14,1616,1593,210,182,7561.8,1
16,3,3,11,1615,1592,204,176,10136.86667,1
476,19,6,0,114,3,530,17,0,1
45,2,1,0,114,3,530,17,0,0
366,2,2,0,114,3,530,17,0,1
10,3,3,6,12734,11408,763,756,4.633333012,0
6,1,1,2,1050,1037,930,927,584.6333333,1
124,11,7,2,580,563,1137,1063,0,1
6,2,1,2,1048,151,425,118,1034.65,1
76,13,2,0,202,88,431,123,0,1
67,41,21,0,202,88,431,123,0,1
8,2,1,1,1053,153,430,122,4.616666436,1
36,4,2,8,202,188,1778,882,1393.566666,1
67,9,4,0,0,0,760,753,2594.8,0
127,29,13,0,0,0,765,758,1033.15,0
164,37,14,0,0,0,765,758,1033.15,0
312,86,45,0,0,0,765,758,1033.15,0
171,91,61,0,0,0,765,758,1033.15,0
16,5,3,8,12739,11412,767,760,21.08333364,0
101,15,8,3,34,32,537,515,488.2166666,0
565,14,14,5,282,275,967,933,85.63333355,0
67,9,4,0,0,0,760,753,2594.8,1
16,5,3,8,12739,11412,767,760,21.08333364,1
3,1,1,7,12745,11418,772,765,28.08333322,1
5,1,1,7,12745,11418,772,765,28.08333322,1
14,2,1,7,12745,11418,772,765,28.08333322,1
49,6,2,7,12745,11418,772,765,28.08333322,1
18,3,3,7,12745,11418,772,765,28.08333322,1
94,5,3,17,12643,11320,750,743,256.6666666,0
111,18,9,17,12643,11320,750,743,256.6666666,1
97,6,4,17,12643,11320,750,743,256.6666666,0
55,21,9,17,12643,11320,750,743,256.6666666,0
27,4,1,6,430,4,4567,10,22.08333358,0
56,6,1,1,23,23,2329,319,8570.883333,1
16,2,2,0,142,52,2347,337,1906.233333,0
64,3,2,0,142,52,56,43,1708.65,0
2,1,1,9,547,497,1258,1131,0,0
28,6,2,1,303,73,1172,527,0,1
17,5,3,1,303,73,1172,527,0,1
35,5,2,1,303,73,1172,527,0,1
42,5,3,3,1135,481,273,93,955.7666666,1
178,15,7,7,426,414,4564,4230,19.61666688,1
162,65,21,7,426,414,4564,4230,19.61666688,1
1,1,1,3,863,790,1091,941,14703.68333,0
5,1,1,8,12737,11410,1382,1317,949.0666667,0
9,1,1,8,12737,11410,1382,1317,949.0666667,0
25,3,2,8,12737,11410,1382,1317,949.0666667,1
54,3,3,8,12737,11410,1382,1317,949.0666667,1
245,29,6,27,6533,5840,1260,1133,10.75000003,0
6,1,1,5,1248,1110,763,430,73.36666636,0
12,8,1,1,26,26,2358,348,166.833333,0
158,5,2,1,26,26,2358,348,166.833333,1
132,15,2,1,26,26,2358,348,166.833333,1
500,4,4,1,26,26,2358,348,166.833333,1
181,3,3,1,26,26,2358,348,166.833333,1
287,5,4,1,26,26,2358,348,166.833333,1
348,26,19,2,632,631,936,934,20.89999996,1
10,1,1,8,12737,11410,1382,1317,949.0666667,1
4,1,1,6,5104,3275,1383,1318,9.233333543,0
23,3,3,1,2,2,1693,1606,11.81666695,1
2,2,2,4,296,136,1692,1605,75.48333295,1
2,1,1,0,572,537,1691,1604,1.816666201,0
8,2,2,8,12726,11402,1690,1603,124.7499999,1
15,3,3,7,12726,11402,1689,1602,137.5166671,1
366,29,17,1,37,35,1685,1598,2183.516667,1
366,29,17,8,3472,3267,1685,1598,1629.3,1
173,24,12,1,520,489,1694,1607,48.88333373,1
359,20,8,12,12706,11383,1687,1600,795.2666668,1
42,7,2,1,390,321,539,127,38.0833333,1
47,4,4,22,1285,1245,907,893,3591.783333,0
2,2,2,24,1285,1245,909,895,2862.55,0
7,1,1,4,311,292,1249,525,890.7333333,0
17,2,2,4,1253,1115,759,747,1586.25,1
5,2,1,2,534,307,321,261,110.5499998,1
4,1,1,5,744,554,3694,2057,5.899999514,0
2,1,1,1,180,170,375,54,0.650000498,1
11,2,1,7,12752,11425,775,768,61.16666682,1
127,29,13,0,0,0,765,758,1033.15,1
164,37,14,0,0,0,765,758,1033.15,1
312,86,45,0,0,0,765,758,1033.15,1
306,88,42,0,0,0,766,759,732.9666667,0
121,34,2,0,0,0,766,759,732.9666667,0
13,1,1,1,1056,669,101,2,0.783333778,0
5,3,1,13,1075,940,348,341,1385.85,1
17,4,2,1,1663,115,768,6,61.74999967,0
588,21,7,1,37,37,234,232,228.3499999,0
38,3,3,4,3486,3281,9751,9042,456.6833333,1
59,11,8,6,3486,3281,9753,9044,423.9333332,1
59,11,8,15,3981,276,9753,9044,711.8499999,1
152,13,6,2,251,244,9760,9051,1056.666667,1
35,1,1,9,2178,2066,9737,9028,5630.666667,1
33,2,2,13,2179,2067,9761,9052,1006.366666,1
3,2,1,1,217,166,540,128,82.08333336,0
10,3,1,1,575,474,226,40,14.79999952,0
42,1,1,8,12753,11426,2694,99,290.5499998,1
27,3,3,9,12753,11426,3445,3213,2.816666812,1
66,3,1,8,305,286,13,13,1156.166667,0
170,11,4,8,305,286,13,13,1156.166667,1
46,2,1,8,305,286,13,13,1156.166667,0
150,9,1,8,305,286,13,13,1156.166667,0
37,1,1,8,305,286,13,13,1156.166667,0
13,4,2,9,625,624,935,933,13.85000065,0
19,3,2,1,503,493,934,932,227.216666,0
2,1,1,3,617,616,928,926,2686.733333,0
6,1,1,9,305,286,13,13,116.4000003,1
3,1,1,1,1235,1198,13,13,1.566666886,1
590,21,7,1,37,37,234,232,228.3499999,1
27,2,1,5,283,276,733,702,694.9333332,0
30,13,10,2,12678,11355,1080,930,2050.833333,0
21,5,3,13,842,753,1083,933,1333.2,1
8,2,2,6,314,314,1755,1454,816.5999997,1
385,16,7,12,2171,2059,3416,3185,19557.15,1
131,26,11,14,13023,12092,3692,2056,379.8500003,1
228,5,4,14,13023,12092,3692,2056,379.8500003,1
5,1,1,15,13025,12094,430,399,251.3166668,0
1,1,1,1,179,1,594,550,466.5333335,0
15,4,3,4,161,148,24,23,7959.616666,1
67,9,6,3,177,164,304,290,1300.5,1
200,13,7,1,370,271,1178,910,1803.833333,1
200,13,7,3,298,36,1178,910,56.28333382,1
197,11,5,2,295,34,1177,909,2370.85,1
154,8,4,1,301,37,1179,911,58.39999974,1
6,3,1,6,12750,11423,21,17,168.1499999,1
9,3,1,1,256,230,3319,261,2413.183333,0
4,4,1,15,5072,3244,1524,1067,11313.9,0
168,88,58,0,0,0,765,758,1033.15,1
642,13,9,2,995,305,325,132,1676.333334,1
199,24,10,17,1119,468,334,138,2887.8,1
103,18,7,1,138,129,1149,1124,97.79999994,1
32,4,2,15,13021,12090,1151,1126,337.0333339,1
32,5,2,15,13021,12090,1151,1126,337.0333339,1
62,9,3,15,13021,12090,1151,1126,337.0333339,1
64,11,3,15,13021,12090,1151,1126,337.0333339,1
480,67,11,15,13021,12090,1151,1126,337.0333339,1
43,4,3,15,13021,12090,1151,1126,337.0333339,1
39,1,1,15,13021,12090,1151,1126,337.0333339,0
2,1,1,1,545,484,1206,172,4008.216667,1
5,1,1,6,5105,783,1612,31,4189.983334,0
29,3,2,0,51,51,1120,855,2245.55,1
29,3,2,13,2207,1787,1120,855,2430.933334,1
23,4,3,11,2207,1787,1118,853,4586.416667,1
100,3,3,0,4,4,2700,2466,178.2666667,1
19,3,1,1,40,40,937,935,7.533333376,1
24,6,4,0,3,3,3697,2060,1865.7,0
44,16,14,0,3,3,3698,2061,1864.999999,0
117,4,1,0,0,0,0,0,64.08333309,1
11,4,1,4,861,788,1,1,3349.483333,0
24,6,4,0,3,3,3697,2060,1865.7,0
43,15,13,0,3,3,3698,2061,1864.999999,0
37,2,2,1,507,17,269,37,1618.050001,0
113,5,2,1,56,56,243,229,0,1
1,1,1,0,3420,1980,1248,524,0,0
22,5,3,3,3414,1977,239,204,24.3666666,1
32,1,1,1,5,0,2318,1695,30492.9,1
467,30,15,1,526,456,991,862,0,1
2,1,1,1,211,211,3734,3300,1.950000152,0
120,9,5,3,314,314,233,231,5442.083334,1
25,2,1,0,12,11,103,72,0,0
53,4,4,5,1351,1179,3429,3197,12863.51667,1
2,1,1,3,213,199,204,8,3295.366667,1
52,12,9,3,1253,1115,9743,9034,3517.200001,1
3,1,1,3,3499,3294,737,706,11.44999959,1
2,1,1,5,284,277,736,705,269.4333331,0
40,2,2,14,5050,3223,21,21,1026.883333,0
4,1,1,4,5061,3234,21,21,3831.6,0
32,10,3,4,5061,3234,21,21,3831.6,0
25,5,2,0,0,0,195,63,196.1166671,1
23,2,2,3,3499,3294,737,706,11.44999959,0
12,2,1,0,6,6,547,522,5042.15,0
4,2,1,0,6,6,546,521,5074.7,1
5,1,1,0,6,6,545,520,5088.983333,1
10,1,1,7,77,77,1265,1138,13.88333313,0
17,2,2,4,663,656,1500,1455,662.3999999,0
52,11,5,6,315,315,1876,1446,788.3500001,1
34,3,1,4,5109,3280,1390,1325,76.2333329,1
4,1,1,4,5109,3280,1390,1325,76.2333329,0
117,10,2,6,31,30,1373,1308,2249.783334,0
84,12,7,1,632,631,761,748,765.3999998,1
462,19,10,3,211,197,1784,888,2484.8,1
99,8,3,4,529,459,1005,862,202.5333332,0
358,6,5,1,933,169,59,46,97.6333335,1
5,2,1,3,233,233,1232,1223,35.11666663,0
109,6,1,2,213,199,1237,596,5385,1
2,1,1,6,12762,11435,3448,3216,9.049999863,0
116,56,16,3,1253,1115,9743,9034,3517.200001,1
255,110,51,3,1253,1115,9743,9034,3517.200001,1
10,2,2,6,12763,11436,245,168,22.3333329,0
135,24,12,0,0,0,0,0,116.9166669,1
28,8,5,0,0,0,0,0,116.9166669,1
4,1,1,6,12763,11436,245,168,22.3333329,0
25,9,5,5,664,657,560,438,143.7833333,0
8,3,1,2,38,36,3736,3302,4.41666618,0
27,3,2,14,13028,12097,3696,2059,2.616666555,1
115,14,5,11,263,210,767,9,979.9833333,1
117,23,5,11,263,210,767,9,979.9833333,1
16,5,2,11,263,210,767,9,979.9833333,1
12,3,2,0,0,0,1651,1449,922.6499999,0
118,5,4,0,75,75,738,707,572.3833334,0
47,3,3,0,75,75,738,707,572.3833334,0
1,1,1,2,952,931,3,2,7140.233333,0
7,2,1,6,858,350,439,88,93.11666653,0
187,10,6,5,805,483,704,696,7172.383334,1
148,10,5,1,77,76,706,698,0,1
16,3,2,3,494,64,6,2,1639.683333,1
50,2,2,3,295,290,597,553,4248.133334,1
229,15,2,1,79,78,26,21,16.46666653,1
120,2,2,6,203,153,241,164,848.016667,1
11,4,2,3,12771,11444,1122,857,20.46666697,1
2,1,1,3,12771,11444,1122,857,20.46666697,0
2,1,1,3,12771,11444,1122,857,20.46666697,0
2,1,1,3,12771,11444,1122,857,20.46666697,1
463,2,2,0,4,4,297,251,0,1
4,2,2,0,4,4,297,251,0,1
4,1,1,1,747,124,41,40,43.16666655,1
4,1,1,2,748,125,43,42,1833.3,1
70,3,3,4,3501,3296,433,402,194.5499995,1
3,1,1,1,953,932,430,399,1.749999896,0
24,6,2,0,70,70,424,393,0,1
23,7,4,3,305,305,915,912,582.4833336,1
59,6,3,3,312,312,929,926,752.1666665,1
4,1,1,15,1617,1594,921,918,5057.85,1
319,23,2,9,1628,1605,932,929,5756.666667,1
4,2,2,2,77,76,175,1,374.5666668,0
11,2,1,1,12769,11442,1652,1450,362.6166666,0
159,13,6,2,308,196,1176,448,0,1
105,8,6,15,13023,156,41,36,157.7666666,1
17,5,2,1,543,104,1014,174,11.06666699,0
7,2,1,1,544,297,28,2,8.750000149,1
29,6,4,1,1062,1025,1232,1164,20.54999985,1
51,3,2,1,470,63,2368,357,267.7666667,0
170,4,1,1,470,63,2368,357,267.7666667,0
31,6,2,1,470,63,2368,357,267.7666667,1
3,2,1,1,27,27,2369,358,774.2333335,0
217,4,4,0,0,0,2360,349,266.2833327,1
12,8,4,1,469,62,2361,350,3.466666639,0
165,12,12,2,521,490,1249,1177,2538.033333,1
22,8,7,15,2117,1681,2691,1545,7107.666667,1
8,1,1,1,54,54,785,723,152.2333331,0
23,6,2,1,1232,1195,241,227,877.0833336,1
10,5,1,1,800,94,60,47,92.61666723,0
2,1,1,1,801,95,61,48,11.76666655,1
209,39,6,0,572,537,390,372,1768.316667,1
209,39,6,3,368,358,390,372,24.41666633,1
149,20,1,0,564,529,388,370,1575.966667,1
149,20,1,3,367,357,388,370,1419.35,1
17,5,3,1,12771,11444,624,494,100.5500004,1
64,5,3,0,75,75,3735,3301,831.0166667,1
